order_id,order_date,customer_id,product_id,quantity,unit_price,discount_rate,revenue,cogs,shipping_cost,profit,sales_channel,payment_method,returned_flag
O01093,2024-07-20,C0053,P010,5,569.77,0,2848.85,1782.35,5.31,1061.19,Partner,Bank Transfer,0
O01094,2024-08-09,C0229,P007,5,579.93,0.15,2464.7,2148.05,7.43,309.22,Online,Bank Transfer,0
O01095,2024-08-07,C0103,P010,3,569.77,0,1709.31,1069.41,19.96,619.94,Store,Cash,0
O01096,2025-03-31,C0018,P009,3,691.49,0.1,1867.02,1227.54,10.2,629.28,Partner,Wallet,0
O01097,2024-07-22,C0016,P002,2,431.8,0,863.6,633.14,10.59,219.87,Online,Card,0
O01098,2024-04-20,C0337,P006,3,732.43,0,2197.29,1498.65,17.59,681.05,Store,Card,0
O01099,2025-01-02,C0169,P004,4,933.18,0.1,3359.45,2378.04,17.9,963.51,Partner,Card,0
O01100,2024-07-16,C0146,P010,2,569.77,0.1,1025.59,712.94,6.35,306.3,Partner,Card,0
O01101,2024-10-20,C0331,P007,6,579.93,0.05,3305.6,2577.66,8.36,719.58,Online,Card,0
O01102,2025-02-14,C0253,P008,1,681.31,0,681.31,492.21,10.42,178.68,Online,Wallet,0
O01103,2024-10-29,C0197,P004,5,933.18,0,4665.9,2972.55,7.7,1685.65,Partner,Card,0
O01104,2024-08-24,C0146,P003,4,478.73,0,1914.92,1494.56,19.92,400.44,Online,Wallet,0
O01105,2024-11-26,C0009,P002,4,431.8,0,1727.2,1266.28,18.6,442.32,Store,Wallet,0
O01106,2024-06-11,C0178,P007,1,579.93,0.1,521.94,429.61,17.49,74.84,Online,Bank Transfer,0
O01107,2024-06-01,C0233,P008,6,681.31,0,4087.86,2953.26,18.86,1115.74,Online,Card,0
O01108,2024-04-24,C0025,P001,2,424.39,0,848.78,564.68,21.87,262.23,Partner,Bank Transfer,0
O01109,2024-04-25,C0088,P002,2,431.8,0.15,734.06,633.14,20.05,80.87,Partner,Card,0
O01110,2024-12-18,C0027,P005,1,260.02,0,260.02,190.05,2.96,67.01,Store,Wallet,0
O01111,2024-12-18,C0314,P007,3,579.93,0.15,1478.82,1288.83,5.41,184.58,Store,Card,0
O01112,2024-03-05,C0164,P003,5,478.73,0.05,2273.97,1868.2,14.74,391.03,Partner,Cash,0
O01113,2024-10-22,C0245,P011,4,678.3,0,2713.2,1757.24,8.44,947.52,Online,Card,0
O01114,2024-05-15,C0152,P012,1,43.97,0,43.97,30.59,13.17,0.21,Partner,Cash,0
O01115,2024-12-21,C0040,P002,4,431.8,0,1727.2,1266.28,6.25,454.67,Store,Bank Transfer,0
O01116,2024-04-06,C0250,P002,3,431.8,0,1295.4,949.71,18.28,327.41,Partner,Wallet,0
O01117,2025-01-24,C0160,P012,4,43.97,0.15,149.5,122.36,5.08,22.06,Online,Cash,0
O01118,2024-07-05,C0198,P008,5,681.31,0.1,3065.89,2461.05,6.06,598.78,Online,Wallet,0
O01119,2024-08-04,C0085,P011,3,678.3,0.1,1831.41,1317.93,14.97,498.51,Online,Card,0
O01120,2024-05-03,C0009,P008,2,681.31,0,1362.62,984.42,2.57,375.63,Store,Wallet,0
O01121,2024-05-15,C0061,P009,1,691.49,0,691.49,409.18,10.63,271.68,Partner,Bank Transfer,0
O01122,2024-09-17,C0171,P001,4,424.39,0,1697.56,1129.36,9.4,542.32,Store,Cash,1
O01123,2024-05-30,C0097,P007,2,579.93,0.1,1043.87,859.22,7.52,177.13,Partner,Bank Transfer,0
O01124,2024-02-25,C0349,P001,6,424.39,0,2546.34,1694.04,21.18,831.12,Online,Card,0
O01125,2024-10-21,C0137,P004,1,933.18,0.1,839.86,594.51,4.02,241.33,Partner,Bank Transfer,0
O01126,2024-07-19,C0202,P002,2,431.8,0.15,734.06,633.14,18.48,82.44,Store,Cash,0
O01127,2024-03-28,C0105,P006,6,732.43,0,4394.58,2997.3,16.12,1381.16,Online,Card,0
O01128,2024-04-04,C0258,P012,5,43.97,0.05,208.86,152.95,16.78,39.13,Partner,Cash,0
O01129,2024-03-28,C0162,P011,1,678.3,0,678.3,439.31,5.75,233.24,Online,Card,0
O01130,2024-12-07,C0243,P007,3,579.93,0,1739.79,1288.83,5.55,445.41,Online,Cash,0
O01131,2024-12-13,C0005,P010,3,569.77,0.05,1623.84,1069.41,13.66,540.77,Online,Bank Transfer,0
O01132,2024-02-26,C0024,P001,5,424.39,0.15,1803.66,1411.7,21.81,370.15,Partner,Cash,0
O01133,2025-01-21,C0076,P002,1,431.8,0,431.8,316.57,18.08,97.15,Store,Wallet,0
O01134,2024-10-06,C0132,P011,4,678.3,0,2713.2,1757.24,9.29,931.09,Partner,Wallet,1
O01135,2024-09-22,C0340,P010,4,569.77,0,2279.08,1425.88,7.4,845.8,Partner,Card,0
O01136,2024-03-16,C0211,P004,6,933.18,0,5599.08,3567.06,9.14,2000.55,Partner,Bank Transfer,1
O01137,2024-07-03,C0106,P012,1,43.97,0,43.97,30.59,20.41,-7.03,Online,Wallet,0
O01138,2025-03-25,C0321,P011,5,678.3,0.05,3221.92,2196.55,21.75,1003.62,Online,Wallet,0
O01139,2024-12-13,C0179,P006,4,732.43,0.1,2636.75,1998.2,10.35,628.2,Store,Cash,0
O01140,2024-01-22,C0297,P009,6,691.49,0,4148.94,2455.08,18.68,1675.18,Store,Wallet,0
O01141,2024-05-27,C0057,P001,4,424.39,0.15,1442.93,1129.36,4.94,308.63,Partner,Wallet,0
O01142,2024-11-15,C0286,P011,2,678.3,0,1356.6,878.62,11.74,466.24,Store,Card,0
O01143,2024-08-20,C0021,P004,3,933.18,0.1,2519.59,1783.53,4.47,731.59,Online,Bank Transfer,0
O01144,2024-06-29,C0339,P001,1,424.39,0,424.39,282.34,4.75,137.3,Partner,Cash,0
O01145,2024-02-14,C0139,P003,6,478.73,0,2872.38,2241.84,10.64,619.9,Store,Cash,0
O01146,2024-01-17,C0243,P006,2,732.43,0.15,1245.13,999.1,14.74,231.29,Online,Wallet,0
O01147,2024-06-03,C0306,P005,2,260.02,0.1,468.04,380.1,10.72,77.22,Partner,Cash,0
O01148,2024-12-15,C0103,P005,2,260.02,0.05,494.04,380.1,13.09,100.85,Online,Wallet,0
O01149,2024-10-17,C0322,P008,5,681.31,0,3406.55,2461.05,9.52,935.98,Store,Card,0
O01150,2024-03-11,C0270,P008,6,681.31,0,4087.86,2953.26,12.08,1122.52,Store,Bank Transfer,0
O01151,2024-06-30,C0219,P008,4,681.31,0.05,2588.98,1968.84,11.23,608.91,Online,Bank Transfer,0
O01152,2024-02-15,C0072,P010,3,569.77,0,1709.31,1069.41,13.61,626.29,Partner,Wallet,0
O01153,2024-01-28,C0202,P003,4,478.73,0.15,1627.68,1494.56,2.12,131.0,Partner,Bank Transfer,0
O01154,2025-03-05,C0028,P002,1,431.8,0,431.8,316.57,18.6,96.63,Store,Card,0
O01155,2025-02-24,C0149,P010,4,569.77,0.15,1937.22,1425.88,8.63,502.71,Partner,Card,0
O01156,2024-12-25,C0105,P009,2,691.49,0.1,1244.68,818.36,16.81,409.51,Online,Cash,0
O01157,2024-06-03,C0322,P005,6,260.02,0,1560.12,1140.3,18.11,401.71,Online,Card,0
O01158,2024-02-04,C0001,P003,5,478.73,0,2393.65,1868.2,12.4,513.05,Online,Bank Transfer,0
O01159,2024-01-13,C0259,P008,4,681.31,0,2725.24,1968.84,20.52,735.88,Store,Cash,0
O01160,2025-02-23,C0121,P009,3,691.49,0.1,1867.02,1227.54,15.63,623.85,Partner,Card,0
O01161,2024-08-09,C0075,P011,1,678.3,0,678.3,439.31,4.83,234.16,Online,Cash,0
O01162,2024-09-18,C0280,P004,4,933.18,0.05,3546.08,2378.04,7.8,1160.24,Partner,Bank Transfer,0
O01163,2024-07-07,C0342,P005,4,260.02,0.05,988.08,760.2,15.95,211.93,Store,Bank Transfer,0
O01164,2024-03-16,C0015,P005,4,260.02,0,1040.08,760.2,13.28,252.52,Partner,Bank Transfer,1
O01165,2024-01-22,C0182,P003,4,478.73,0.15,1627.68,1494.56,11.17,112.2,Partner,Cash,1
O01166,2024-06-27,C0269,P007,5,579.93,0,2899.65,2148.05,5.49,746.11,Partner,Wallet,0
O01167,2024-08-23,C0072,P005,6,260.02,0,1560.12,1140.3,20.47,399.35,Partner,Bank Transfer,0
O01168,2024-07-11,C0242,P010,6,569.77,0,3418.62,2138.82,13.52,1266.28,Partner,Wallet,0
O01169,2024-03-07,C0166,P010,5,569.77,0,2848.85,1782.35,13.69,1052.81,Online,Card,0
O01170,2024-01-16,C0082,P004,1,933.18,0.15,793.2,594.51,4.12,194.57,Store,Wallet,0
O01171,2025-01-24,C0119,P012,2,43.97,0,87.94,61.18,20.0,6.76,Store,Bank Transfer,0
O01172,2024-02-02,C0032,P010,3,569.77,0,1709.31,1069.41,2.75,637.15,Store,Wallet,0
O01173,2024-11-06,C0324,P001,2,424.39,0,848.78,564.68,4.15,279.95,Online,Cash,0
O01174,2024-04-10,C0130,P008,4,681.31,0.15,2316.45,1968.84,7.72,339.89,Online,Bank Transfer,0
O01175,2025-02-20,C0271,P004,1,933.18,0.1,839.86,594.51,2.48,242.87,Online,Cash,0
O01176,2024-01-18,C0072,P001,3,424.39,0.05,1209.51,847.02,13.37,349.12,Store,Cash,0
O01177,2024-12-15,C0329,P009,4,691.49,0,2765.96,1636.72,18.65,1110.59,Store,Wallet,0
O01178,2024-07-01,C0317,P009,2,691.49,0,1382.98,818.36,10.78,553.84,Online,Card,0
O01179,2024-03-06,C0265,P005,1,260.02,0,260.02,190.05,11.97,36.78,Online,Cash,1
O01180,2025-02-24,C0149,P005,4,260.02,0.15,884.07,760.2,9.16,114.71,Online,Wallet,0
O01181,2024-02-08,C0274,P010,2,569.77,0.1,1025.59,712.94,20.64,292.01,Store,Card,0
O01182,2024-10-06,C0057,P010,4,569.77,0,2279.08,1425.88,15.06,820.5,Online,Wallet,1
O01183,2025-03-30,C0031,P003,2,478.73,0.1,861.71,747.28,18.34,96.09,Partner,Card,0
O01184,2024-04-30,C0253,P002,5,431.8,0.1,1943.1,1582.85,16.06,344.19,Online,Wallet,0
O01185,2024-02-06,C0214,P010,6,569.77,0.1,3076.76,2138.82,20.59,917.35,Store,Cash,0
O01186,2024-05-18,C0022,P002,1,431.8,0.05,410.21,316.57,12.15,81.49,Store,Bank Transfer,0
O01187,2024-06-04,C0117,P001,1,424.39,0,424.39,282.34,17.47,124.58,Partner,Bank Transfer,0
O01188,2024-12-15,C0010,P009,4,691.49,0,2765.96,1636.72,9.74,1119.5,Online,Bank Transfer,0
O01189,2024-12-25,C0219,P009,2,691.49,0,1382.98,818.36,10.76,553.86,Store,Wallet,0
O01190,2024-04-09,C0176,P007,1,579.93,0,579.93,429.61,6.64,143.68,Online,Bank Transfer,0
O01191,2025-01-17,C0275,P010,1,569.77,0,569.77,356.47,19.47,193.83,Online,Card,0
O01192,2024-01-30,C0065,P008,2,681.31,0,1362.62,984.42,2.87,375.33,Partner,Cash,0
O01193,2024-05-29,C0067,P010,4,569.77,0.05,2165.13,1425.88,15.15,724.1,Online,Wallet,0
O01194,2024-10-05,C0106,P008,6,681.31,0.15,3474.68,2953.26,18.27,503.15,Online,Bank Transfer,0
O01195,2024-12-31,C0155,P006,5,732.43,0,3662.15,2497.75,19.38,1145.02,Store,Wallet,0
O01196,2024-12-23,C0278,P009,1,691.49,0,691.49,409.18,8.93,273.38,Partner,Bank Transfer,0
O01197,2024-05-23,C0041,P004,2,933.18,0.1,1679.72,1189.02,6.61,484.09,Online,Card,0
O01198,2024-07-09,C0073,P001,2,424.39,0.15,721.46,564.68,10.81,145.97,Online,Card,0
O01199,2024-09-12,C0018,P005,3,260.02,0.1,702.05,570.15,9.68,122.22,Online,Card,0
O01200,2024-05-22,C0313,P007,4,579.93,0,2319.72,1718.44,19.26,582.02,Online,Cash,0
O01201,2024-04-15,C0195,P003,6,478.73,0.05,2728.76,2241.84,12.65,474.27,Online,Wallet,0
O01202,2024-01-14,C0312,P006,3,732.43,0.1,1977.56,1498.65,6.33,445.81,Partner,Bank Transfer,1
O01203,2025-03-19,C0219,P012,6,43.97,0,263.82,183.54,18.15,62.13,Partner,Wallet,0
O01204,2025-03-15,C0274,P008,4,681.31,0.1,2452.72,1968.84,16.38,467.5,Store,Cash,0
O01205,2024-07-14,C0240,P012,2,43.97,0,87.94,61.18,20.15,6.61,Partner,Wallet,0
O01206,2024-02-13,C0128,P009,3,691.49,0,2074.47,1227.54,13.42,820.28,Store,Wallet,1
O01207,2025-02-04,C0335,P010,1,569.77,0,569.77,356.47,8.14,205.16,Store,Cash,0
O01208,2024-08-15,C0237,P001,4,424.39,0,1697.56,1129.36,11.33,556.87,Store,Cash,0
O01209,2024-07-28,C0030,P010,1,569.77,0,569.77,356.47,19.94,193.36,Online,Bank Transfer,0
O01210,2024-04-02,C0133,P005,3,260.02,0.05,741.06,570.15,4.54,166.37,Online,Card,0
O01211,2024-04-29,C0059,P011,1,678.3,0,678.3,439.31,15.69,223.3,Partner,Wallet,0
O01212,2024-01-22,C0284,P012,2,43.97,0,87.94,61.18,21.03,5.73,Store,Card,0
O01213,2024-12-13,C0181,P009,6,691.49,0,4148.94,2455.08,14.01,1679.85,Online,Bank Transfer,0
O01214,2024-02-27,C0262,P002,2,431.8,0,863.6,633.14,8.52,221.94,Partner,Bank Transfer,0
O01215,2024-02-06,C0329,P007,3,579.93,0,1739.79,1288.83,2.49,448.47,Store,Wallet,0
O01216,2024-07-27,C0334,P006,4,732.43,0,2929.72,1998.2,14.44,917.08,Online,Wallet,0
O01217,2024-03-17,C0303,P001,1,424.39,0.1,381.95,282.34,6.23,93.38,Partner,Wallet,0
O01218,2024-04-20,C0194,P010,1,569.77,0.15,484.3,356.47,16.53,111.3,Partner,Card,0
O01219,2024-02-09,C0115,P010,5,569.77,0.1,2563.97,1782.35,14.61,767.01,Partner,Card,0
O01220,2025-03-09,C0271,P001,5,424.39,0.05,2015.85,1411.7,15.18,588.97,Store,Wallet,0
O01221,2024-04-09,C0295,P005,2,260.02,0,520.04,380.1,6.86,133.08,Store,Cash,0
O01222,2024-08-21,C0162,P012,1,43.97,0.15,37.37,30.59,6.82,-0.04,Store,Wallet,0
O01223,2024-02-10,C0181,P009,5,691.49,0,3457.45,2045.9,20.29,1391.26,Partner,Cash,0
O01224,2024-08-17,C0215,P004,5,933.18,0,4665.9,2972.55,20.51,1672.84,Store,Cash,0
O01225,2024-11-06,C0134,P005,3,260.02,0,780.06,570.15,4.36,205.55,Partner,Cash,0
O01226,2024-10-21,C0254,P011,2,678.3,0,1356.6,878.62,19.53,449.83,Store,Bank Transfer,1
O01227,2025-01-15,C0052,P003,1,478.73,0.05,454.79,373.64,2.48,78.67,Online,Cash,0
O01228,2024-09-20,C0272,P007,4,579.93,0,2319.72,1718.44,4.55,596.73,Online,Wallet,0
O01229,2024-03-01,C0173,P006,5,732.43,0.1,3295.93,2497.75,14.33,783.85,Online,Card,0
O01230,2025-01-13,C0182,P008,4,681.31,0.15,2316.45,1968.84,11.0,336.61,Store,Bank Transfer,0
O01231,2024-12-24,C0069,P012,2,43.97,0.15,74.75,61.18,17.32,-3.75,Partner,Card,0
O01232,2024-03-18,C0004,P010,5,569.77,0,2848.85,1782.35,15.48,1051.02,Store,Bank Transfer,0
O01233,2024-03-31,C0261,P012,5,43.97,0,219.85,152.95,20.9,46.0,Store,Bank Transfer,0
O01234,2024-06-23,C0025,P010,5,569.77,0.1,2563.97,1782.35,13.6,768.02,Store,Wallet,0
O01235,2024-06-14,C0197,P006,2,732.43,0,1464.86,999.1,2.84,462.92,Partner,Cash,0
O01236,2024-08-08,C0266,P005,5,260.02,0.1,1170.09,950.25,8.29,211.55,Online,Card,0
O01237,2024-05-27,C0141,P008,4,681.31,0,2725.24,1968.84,19.71,736.69,Store,Card,0
O01238,2024-04-28,C0342,P005,2,260.02,0,520.04,380.1,6.14,133.8,Online,Card,0
O01239,2024-11-02,C0021,P009,5,691.49,0,3457.45,2045.9,2.13,1409.42,Online,Wallet,0
O01240,2024-04-14,C0145,P010,4,569.77,0.15,1937.22,1425.88,10.9,500.44,Store,Wallet,0
O01241,2024-02-26,C0062,P008,4,681.31,0.05,2588.98,1968.84,7.26,612.88,Store,Card,0
O01242,2024-06-30,C0041,P012,2,43.97,0.15,74.75,61.18,3.49,10.08,Store,Wallet,0
O01243,2024-08-20,C0323,P012,5,43.97,0.15,186.87,152.95,17.54,16.38,Store,Card,0
O01244,2024-08-09,C0052,P012,5,43.97,0,219.85,152.95,5.81,61.09,Partner,Card,0
O01245,2024-11-20,C0322,P001,2,424.39,0,848.78,564.68,13.73,270.37,Online,Cash,0
O01246,2024-05-15,C0241,P003,4,478.73,0,1914.92,1494.56,16.67,403.69,Online,Card,0
O01247,2024-09-21,C0110,P001,4,424.39,0,1697.56,1129.36,11.81,556.39,Partner,Cash,0
O01248,2024-01-20,C0215,P012,3,43.97,0.1,118.72,91.77,9.61,17.34,Partner,Wallet,0
O01249,2024-09-04,C0272,P011,2,678.3,0,1356.6,878.62,18.81,459.17,Partner,Bank Transfer,0
O01250,2024-09-07,C0323,P007,5,579.93,0,2899.65,2148.05,12.87,738.73,Online,Card,0
O01251,2025-03-27,C0148,P007,4,579.93,0,2319.72,1718.44,6.95,594.33,Online,Bank Transfer,0
O01252,2024-06-12,C0339,P002,3,431.8,0.15,1101.09,949.71,9.96,141.42,Store,Bank Transfer,0
O01253,2024-11-03,C0211,P011,2,678.3,0,1356.6,878.62,7.82,470.16,Store,Card,0
O01254,2024-10-14,C0166,P005,6,260.02,0,1560.12,1140.3,10.22,409.6,Store,Bank Transfer,0
O01255,2024-05-13,C0028,P005,4,260.02,0.15,884.07,760.2,6.38,117.49,Online,Wallet,0
O01256,2024-08-17,C0210,P004,5,933.18,0,4665.9,2972.55,12.72,1680.63,Online,Wallet,0
O01257,2024-03-07,C0310,P009,1,691.49,0.15,587.77,409.18,2.42,176.17,Partner,Wallet,0
O01258,2024-06-29,C0284,P002,6,431.8,0,2590.8,1899.42,12.37,679.01,Online,Cash,0
O01259,2025-03-05,C0275,P007,6,579.93,0,3479.58,2577.66,7.8,894.12,Store,Wallet,0
O01260,2024-07-30,C0111,P009,6,691.49,0,4148.94,2455.08,20.8,1667.46,Partner,Card,1
O01261,2024-09-13,C0204,P008,1,681.31,0,681.31,492.21,7.66,157.49,Partner,Cash,1
O01262,2024-01-18,C0140,P012,1,43.97,0.05,41.77,30.59,15.11,-3.93,Partner,Wallet,0
O01263,2025-03-17,C0044,P002,1,431.8,0.1,388.62,316.57,16.44,55.61,Store,Card,0
O01264,2024-01-08,C0278,P010,2,569.77,0,1139.54,712.94,16.72,409.88,Online,Wallet,0
O01265,2025-02-05,C0166,P007,5,579.93,0.15,2464.7,2148.05,2.47,314.18,Online,Card,0
O01266,2024-05-15,C0336,P010,4,569.77,0.05,2165.13,1425.88,7.82,731.43,Store,Wallet,0
O01267,2024-09-04,C0146,P012,5,43.97,0.1,197.87,152.95,6.89,18.12,Store,Wallet,1
O01268,2025-01-25,C0280,P012,1,43.97,0.05,41.77,30.59,6.48,4.7,Store,Cash,0
O01269,2024-08-16,C0190,P008,5,681.31,0,3406.55,2461.05,14.86,930.64,Partner,Card,0
O01270,2024-02-18,C0288,P003,2,478.73,0.05,909.59,747.28,13.87,148.44,Store,Bank Transfer,0
O01271,2024-09-24,C0291,P004,1,933.18,0.05,886.52,594.51,7.04,284.97,Store,Cash,0
O01272,2024-01-19,C0165,P012,5,43.97,0.1,197.87,152.95,10.13,9.08,Partner,Bank Transfer,1
O01273,2024-10-06,C0256,P006,6,732.43,0,4394.58,2997.3,8.44,1388.84,Partner,Card,0
O01274,2024-02-23,C0218,P012,1,43.97,0.05,41.77,30.59,4.55,-13.97,Online,Cash,1
O01275,2024-04-11,C0225,P002,1,431.8,0.05,410.21,316.57,11.9,81.74,Partner,Bank Transfer,0
O01276,2024-03-12,C0281,P007,4,579.93,0,2319.72,1718.44,7.94,593.34,Store,Wallet,0
O01277,2024-09-24,C0166,P010,3,569.77,0.1,1538.38,1069.41,15.0,453.97,Partner,Cash,0
O01278,2025-02-15,C0315,P012,3,43.97,0.1,118.72,91.77,14.09,12.86,Online,Wallet,0
O01279,2025-01-17,C0070,P003,5,478.73,0.15,2034.6,1868.2,18.59,130.32,Online,Bank Transfer,1
O01280,2024-02-04,C0003,P005,6,260.02,0,1560.12,1140.3,5.99,413.83,Store,Wallet,0
O01281,2024-02-18,C0032,P010,4,569.77,0.1,2051.17,1425.88,5.13,620.16,Partner,Cash,0
O01282,2024-06-25,C0322,P001,2,424.39,0,848.78,564.68,7.68,276.42,Store,Wallet,0
O01283,2024-07-07,C0320,P007,3,579.93,0.1,1565.81,1288.83,12.82,264.16,Online,Cash,0
O01284,2024-02-22,C0111,P005,2,260.02,0,520.04,380.1,13.27,126.67,Partner,Bank Transfer,0
O01285,2024-06-18,C0295,P010,5,569.77,0,2848.85,1782.35,21.33,1045.17,Partner,Bank Transfer,0
O01286,2024-04-17,C0087,P001,2,424.39,0,848.78,564.68,3.83,280.27,Online,Cash,0
O01287,2024-03-25,C0244,P001,3,424.39,0,1273.17,847.02,19.92,385.88,Store,Bank Transfer,1
O01288,2024-12-06,C0242,P006,3,732.43,0.1,1977.56,1498.65,17.2,461.71,Store,Bank Transfer,0
O01289,2025-01-31,C0198,P012,4,43.97,0,175.88,122.36,8.24,45.28,Partner,Card,0
O01290,2025-03-28,C0310,P004,2,933.18,0.15,1586.41,1189.02,18.67,378.72,Store,Bank Transfer,0
O01291,2024-09-07,C0129,P011,1,678.3,0.1,610.47,439.31,20.0,151.16,Online,Card,0
O01292,2025-03-19,C0188,P008,6,681.31,0,4087.86,2953.26,16.57,1118.03,Partner,Cash,0
O01293,2024-07-14,C0192,P003,6,478.73,0,2872.38,2241.84,5.92,624.62,Online,Card,0
O01294,2024-10-27,C0159,P006,1,732.43,0,732.43,499.55,20.32,212.56,Online,Wallet,0
O01295,2024-01-18,C0332,P005,6,260.02,0.05,1482.11,1140.3,9.97,331.84,Partner,Wallet,0
O01296,2024-05-20,C0321,P001,5,424.39,0,2121.95,1411.7,19.26,690.99,Partner,Bank Transfer,0
O01297,2024-09-08,C0089,P008,6,681.31,0.15,3474.68,2953.26,17.01,504.41,Online,Wallet,0
O01298,2024-01-15,C0314,P012,2,43.97,0.15,74.75,61.18,16.72,-3.15,Online,Card,0
O01299,2024-08-02,C0062,P001,4,424.39,0.15,1442.93,1129.36,16.21,297.36,Partner,Wallet,0
O01300,2025-03-12,C0100,P011,5,678.3,0.15,2882.78,2196.55,2.33,683.9,Store,Cash,0
O01301,2024-10-27,C0188,P009,1,691.49,0.15,587.77,409.18,10.06,168.53,Partner,Card,0
O01302,2024-02-03,C0099,P009,2,691.49,0.15,1175.53,818.36,7.33,349.84,Online,Wallet,0
O01303,2024-11-07,C0102,P012,5,43.97,0.05,208.86,152.95,5.46,50.45,Online,Wallet,0
O01304,2024-05-20,C0288,P006,1,732.43,0,732.43,499.55,11.33,221.55,Online,Bank Transfer,0
O01305,2024-02-15,C0060,P002,2,431.8,0.15,734.06,633.14,3.73,97.19,Partner,Card,0
O01306,2025-01-27,C0087,P001,2,424.39,0.15,721.46,564.68,9.49,147.29,Partner,Cash,0
O01307,2024-06-06,C0349,P011,2,678.3,0.15,1153.11,878.62,17.12,257.37,Online,Bank Transfer,0
O01308,2024-12-27,C0147,P003,3,478.73,0,1436.19,1120.92,13.3,301.97,Online,Wallet,0
O01309,2025-03-28,C0103,P003,3,478.73,0,1436.19,1120.92,15.95,299.32,Store,Wallet,0
O01310,2024-10-23,C0187,P006,6,732.43,0.1,3955.12,2997.3,10.99,946.83,Online,Card,0
O01311,2025-03-03,C0300,P007,2,579.93,0.1,1043.87,859.22,13.37,171.28,Store,Wallet,0
O01312,2024-11-26,C0350,P005,2,260.02,0,520.04,380.1,15.99,123.95,Partner,Wallet,0
O01313,2024-02-16,C0263,P004,3,933.18,0,2799.54,1783.53,11.35,996.2,Partner,Cash,1
O01314,2024-08-31,C0072,P008,5,681.31,0,3406.55,2461.05,9.45,936.05,Partner,Card,0
O01315,2024-06-14,C0054,P011,3,678.3,0,2034.9,1317.93,5.18,711.79,Store,Card,0
O01316,2024-04-05,C0184,P005,2,260.02,0.05,494.04,380.1,12.94,101.0,Store,Bank Transfer,0
O01317,2024-10-30,C0295,P012,4,43.97,0.15,149.5,122.36,9.99,17.15,Store,Wallet,0
O01318,2024-11-03,C0173,P008,6,681.31,0.05,3883.47,2953.26,8.0,922.21,Online,Card,0
O01319,2024-08-03,C0219,P005,5,260.02,0.05,1235.09,950.25,13.86,270.98,Online,Wallet,0
O01320,2025-03-29,C0306,P012,5,43.97,0,219.85,152.95,21.03,45.87,Online,Cash,0
O01321,2024-12-05,C0171,P001,1,424.39,0,424.39,282.34,17.86,124.19,Store,Bank Transfer,0
O01322,2024-07-21,C0085,P008,1,681.31,0.15,579.11,492.21,4.95,81.95,Store,Wallet,0
O01323,2024-02-11,C0095,P004,2,933.18,0.05,1773.04,1189.02,3.8,580.22,Partner,Wallet,0
O01324,2024-01-03,C0245,P003,3,478.73,0,1436.19,1120.92,11.42,303.85,Partner,Cash,0
O01325,2024-08-29,C0343,P007,4,579.93,0.15,1971.76,1718.44,6.85,246.47,Store,Cash,0
O01326,2024-06-11,C0069,P007,3,579.93,0,1739.79,1288.83,18.4,432.56,Store,Bank Transfer,0
O01327,2024-09-30,C0037,P006,4,732.43,0.15,2490.26,1998.2,16.81,475.25,Online,Cash,0
O01328,2025-01-28,C0121,P006,3,732.43,0,2197.29,1498.65,12.03,663.63,Store,Card,1
O01329,2024-11-26,C0118,P003,4,478.73,0,1914.92,1494.56,2.88,417.48,Online,Wallet,0
O01330,2024-07-15,C0335,P003,4,478.73,0,1914.92,1494.56,7.7,412.66,Store,Card,0
O01331,2024-05-13,C0216,P003,2,478.73,0.05,909.59,747.28,15.65,146.66,Store,Card,0
O01332,2024-06-26,C0052,P011,4,678.3,0,2713.2,1757.24,5.22,950.74,Partner,Bank Transfer,0
O01333,2024-12-17,C0233,P001,4,424.39,0.15,1442.93,1129.36,21.2,292.37,Online,Wallet,0
O01334,2024-08-05,C0133,P012,6,43.97,0,263.82,183.54,14.07,66.21,Store,Wallet,0
O01335,2025-02-03,C0243,P012,3,43.97,0.1,118.72,91.77,21.44,5.51,Online,Bank Transfer,0
O01336,2024-09-29,C0197,P011,1,678.3,0,678.3,439.31,2.14,236.85,Partner,Wallet,0
O01337,2024-04-11,C0264,P010,6,569.77,0.05,3247.69,2138.82,10.7,1098.17,Online,Card,0
O01338,2025-03-20,C0251,P008,3,681.31,0,2043.93,1476.63,19.78,547.52,Store,Bank Transfer,0
O01339,2024-06-21,C0346,P005,1,260.02,0.1,234.02,190.05,7.34,36.63,Store,Card,0
O01340,2024-08-16,C0167,P005,6,260.02,0,1560.12,1140.3,13.92,405.9,Online,Bank Transfer,0
O01341,2024-05-07,C0090,P002,5,431.8,0,2159.0,1582.85,4.52,571.63,Store,Bank Transfer,0
O01342,2024-05-20,C0177,P008,6,681.31,0.1,3679.07,2953.26,6.88,718.93,Partner,Bank Transfer,0
O01343,2024-01-21,C0040,P006,3,732.43,0,2197.29,1498.65,4.94,693.7,Partner,Card,0
O01344,2024-07-14,C0263,P012,1,43.97,0,43.97,30.59,20.55,-7.17,Store,Bank Transfer,0
O01345,2024-01-12,C0095,P012,3,43.97,0.15,112.12,91.77,15.06,5.29,Store,Card,0
O01346,2025-02-10,C0099,P010,3,569.77,0,1709.31,1069.41,14.31,625.59,Online,Card,0
O01347,2024-07-10,C0294,P008,2,681.31,0.05,1294.49,984.42,7.5,302.57,Online,Wallet,0
